,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
17565,2023-03-16 10:03:41.280236,,,159.34,159.35,533,312,Glass
177,2023-03-16 10:03:41.280236,159.34,95,,,,,Deal
17566,2023-03-16 10:03:41.876509,,,159.34,159.35,208,275,Glass
178,2023-03-16 10:03:41.876509,159.35,1,,,,,Deal
17567,2023-03-16 10:03:42.507033,,,159.34,159.35,208,272,Glass
179,2023-03-16 10:03:42.507033,159.35,1,,,,,Deal
17568,2023-03-16 10:03:43.340388,,,159.35,159.37,4,99,Glass
180,2023-03-16 10:03:43.504843,159.37,1,,,,,Deal
17569,2023-03-16 10:03:43.856363,,,159.34,159.37,208,68,Glass
181,2023-03-16 10:03:44.068145,159.35,2,,,,,Deal
17570,2023-03-16 10:03:44.467369,,,159.34,159.35,208,3,Glass
17571,2023-03-16 10:03:45.437802,,,159.34,159.37,208,68,Glass
182,2023-03-16 10:03:45.437802,159.35,3,,,,,Deal
183,2023-03-16 10:03:46.373640,159.35,2,,,,,Deal
17572,2023-03-16 10:03:46.373640,,,159.34,159.37,208,67,Glass
184,2023-03-16 10:03:47.636914,159.37,1,,,,,Deal
17573,2023-03-16 10:03:47.636914,,,159.34,159.37,150,65,Glass
185,2023-03-16 10:03:48.311999,159.37,1,,,,,Deal
17574,2023-03-16 10:03:48.311999,,,159.34,159.37,147,63,Glass
186,2023-03-16 10:03:49.190762,159.37,2,,,,,Deal
17575,2023-03-16 10:03:49.190762,,,159.34,159.37,147,61,Glass
187,2023-03-16 10:03:49.737551,159.34,26,,,,,Deal
17576,2023-03-16 10:03:49.737551,,,159.34,159.37,121,60,Glass
188,2023-03-16 10:03:50.933669,159.37,1,,,,,Deal
17577,2023-03-16 10:03:50.933669,,,159.34,159.37,109,29,Glass
189,2023-03-16 10:03:51.740322,159.34,3,,,,,Deal
17578,2023-03-16 10:03:51.740322,,,159.34,159.37,106,129,Glass
17579,2023-03-16 10:03:53.572856,,,159.35,159.37,50,28,Glass
190,2023-03-16 10:03:54.374399,159.35,50,,,,,Deal
17580,2023-03-16 10:03:54.374399,,,159.34,159.37,106,28,Glass
191,2023-03-16 10:03:55.268712,159.37,1,,,,,Deal
17581,2023-03-16 10:03:55.268712,,,159.35,159.37,300,17,Glass
192,2023-03-16 10:03:56.382314,159.35,100,,,,,Deal
17582,2023-03-16 10:03:56.382314,,,159.35,159.37,200,17,Glass
17583,2023-03-16 10:03:57.382306,,,159.35,159.37,240,17,Glass
193,2023-03-16 10:03:57.499168,159.37,2,,,,,Deal
194,2023-03-16 10:03:58.380325,159.37,60,,,,,Deal
17584,2023-03-16 10:03:58.380325,,,159.37,159.39,423,350,Glass
17585,2023-03-16 10:03:59.628203,,,159.37,159.39,823,349,Glass
195,2023-03-16 10:03:59.628203,159.37,1,,,,,Deal
17586,2023-03-16 10:04:00.382626,,,159.37,159.39,964,499,Glass
196,2023-03-16 10:04:00.743364,159.39,30,,,,,Deal
17587,2023-03-16 10:04:01.692794,,,159.37,159.39,902,468,Glass
197,2023-03-16 10:04:01.692794,159.37,59,,,,,Deal
198,2023-03-16 10:04:02.751315,159.37,6,,,,,Deal
17588,2023-03-16 10:04:02.751315,,,159.37,159.39,896,468,Glass
17589,2023-03-16 10:04:04.400136,,,159.37,159.39,894,288,Glass
199,2023-03-16 10:04:04.400136,159.39,30,,,,,Deal
200,2023-03-16 10:04:04.980437,159.39,2,,,,,Deal
17590,2023-03-16 10:04:04.980437,,,159.37,159.39,894,285,Glass
17591,2023-03-16 10:04:05.746467,,,159.37,159.39,894,273,Glass
201,2023-03-16 10:04:05.746467,159.39,10,,,,,Deal
17592,2023-03-16 10:04:06.438984,,,159.37,159.39,895,273,Glass
202,2023-03-16 10:04:06.559234,159.39,30,,,,,Deal
17593,2023-03-16 10:04:08.249551,,,159.38,159.39,48,150,Glass
203,2023-03-16 10:04:08.249551,159.38,2,,,,,Deal
17594,2023-03-16 10:04:11.409110,,,159.38,159.39,48,191,Glass
17595,2023-03-16 10:04:12.280378,,,159.38,159.39,28,441,Glass
204,2023-03-16 10:04:12.280378,159.38,20,,,,,Deal
17596,2023-03-16 10:04:13.319545,,,159.38,159.39,28,340,Glass
205,2023-03-16 10:04:13.319545,159.39,100,,,,,Deal
17597,2023-03-16 10:04:17.270293,,,159.38,159.39,28,310,Glass
206,2023-03-16 10:04:17.270293,159.39,30,,,,,Deal
17598,2023-03-16 10:04:19.000752,,,159.37,159.39,172,310,Glass
207,2023-03-16 10:04:19.000752,159.37,70,,,,,Deal
208,2023-03-16 10:04:20.243126,159.38,20,,,,,Deal
17599,2023-03-16 10:04:20.243126,,,159.37,159.39,103,208,Glass
17600,2023-03-16 10:04:22.271176,,,159.36,159.37,141,134,Glass
209,2023-03-16 10:04:22.377924,159.36,40,,,,,Deal
17601,2023-03-16 10:04:24.963180,,,159.36,159.37,101,100,Glass
210,2023-03-16 10:04:24.963180,159.37,34,,,,,Deal
17602,2023-03-16 10:04:25.787660,,,159.36,159.39,211,58,Glass
211,2023-03-16 10:04:25.787660,159.38,4,,,,,Deal
212,2023-03-16 10:04:26.600428,159.44,10,,,,,Deal
17603,2023-03-16 10:04:26.600428,,,159.44,159.49,90,242,Glass
17604,2023-03-16 10:04:27.243977,,,159.42,159.49,376,154,Glass
213,2023-03-16 10:04:27.276435,159.42,180,,,,,Deal
214,2023-03-16 10:04:28.651091,159.42,70,,,,,Deal
17605,2023-03-16 10:04:28.651091,,,159.42,159.49,126,154,Glass
17606,2023-03-16 10:04:31.371999,,,159.42,159.49,125,153,Glass
215,2023-03-16 10:04:31.371999,159.49,1,,,,,Deal
17607,2023-03-16 10:04:33.103749,,,159.42,159.51,5,573,Glass
17608,2023-03-16 10:04:34.208416,,,159.42,159.51,6,573,Glass
17609,2023-03-16 10:04:34.771038,,,159.42,159.51,6,250,Glass
216,2023-03-16 10:04:34.771038,159.51,1,,,,,Deal
17610,2023-03-16 10:04:35.966641,,,159.42,159.51,23,50,Glass
217,2023-03-16 10:04:35.966641,159.51,200,,,,,Deal
17611,2023-03-16 10:04:36.515242,,,159.42,159.51,43,50,Glass
17612,2023-03-16 10:04:37.256665,,,159.44,159.51,3,50,Glass
17613,2023-03-16 10:04:38.264510,,,159.45,159.55,27,5,Glass
17614,2023-03-16 10:04:38.795436,,,159.46,159.55,50,5,Glass
17615,2023-03-16 10:04:39.338414,,,159.51,159.55,5,4,Glass
218,2023-03-16 10:04:39.338414,159.55,1,,,,,Deal
17616,2023-03-16 10:04:40.930516,,,159.46,159.55,246,4,Glass
219,2023-03-16 10:04:42.311323,159.55,4,,,,,Deal
17617,2023-03-16 10:04:42.311323,,,159.52,159.59,106,50,Glass
17618,2023-03-16 10:04:42.840563,,,159.56,159.6,3,191,Glass
17619,2023-03-16 10:04:44.626822,,,159.56,159.57,3,26,Glass
17620,2023-03-16 10:04:45.695109,,,159.55,159.57,106,26,Glass
17621,2023-03-16 10:04:46.202499,,,159.56,159.57,3,26,Glass
220,2023-03-16 10:04:48.059674,159.57,5,,,,,Deal
17622,2023-03-16 10:04:48.059674,,,159.56,159.57,3,21,Glass
221,2023-03-16 10:04:48.728961,159.56,3,,,,,Deal
17623,2023-03-16 10:04:48.728961,,,159.55,159.57,106,21,Glass
17624,2023-03-16 10:04:49.512630,,,159.55,159.57,106,51,Glass
17625,2023-03-16 10:04:50.162025,,,159.55,159.57,125,51,Glass
222,2023-03-16 10:04:50.162025,159.55,1,,,,,Deal
17626,2023-03-16 10:04:51.961556,,,159.55,159.57,120,51,Glass
223,2023-03-16 10:04:51.961556,159.55,5,,,,,Deal
17627,2023-03-16 10:04:54.310300,,,159.55,159.57,105,41,Glass
224,2023-03-16 10:04:54.310300,159.57,10,,,,,Deal
17628,2023-03-16 10:04:57.016115,,,159.55,159.57,46,41,Glass
225,2023-03-16 10:04:57.016115,159.55,29,,,,,Deal
17629,2023-03-16 10:04:59.111247,,,159.55,159.57,21,91,Glass
226,2023-03-16 10:04:59.111247,159.55,25,,,,,Deal
17630,2023-03-16 10:04:59.646208,,,159.55,159.57,21,61,Glass
227,2023-03-16 10:04:59.646208,159.57,30,,,,,Deal
17631,2023-03-16 10:05:01.720799,,,159.56,159.57,122,65,Glass
17632,2023-03-16 10:05:02.347964,,,159.56,159.57,122,34,Glass
228,2023-03-16 10:05:03.019211,159.57,1,,,,,Deal
17633,2023-03-16 10:05:03.019211,,,159.56,159.57,122,33,Glass
17634,2023-03-16 10:05:03.668724,,,159.56,159.57,122,90,Glass
229,2023-03-16 10:05:03.921584,159.57,2,,,,,Deal
17635,2023-03-16 10:05:04.315417,,,159.55,159.57,21,80,Glass
230,2023-03-16 10:05:04.434301,159.58,1,,,,,Deal
17636,2023-03-16 10:05:04.844058,,,159.54,159.55,50,237,Glass
17637,2023-03-16 10:05:08.384354,,,159.54,159.55,270,138,Glass
231,2023-03-16 10:05:08.457868,159.55,3,,,,,Deal
17638,2023-03-16 10:05:09.864996,,,159.54,159.55,270,166,Glass
17639,2023-03-16 10:05:10.728539,,,159.54,159.55,270,136,Glass
232,2023-03-16 10:05:10.728539,159.55,30,,,,,Deal
233,2023-03-16 10:05:11.716947,159.54,4,,,,,Deal
17640,2023-03-16 10:05:11.716947,,,159.54,159.55,266,136,Glass
234,2023-03-16 10:05:13.239858,159.55,1,,,,,Deal
17641,2023-03-16 10:05:13.239858,,,159.54,159.55,261,135,Glass
235,2023-03-16 10:05:13.761583,159.55,5,,,,,Deal
17642,2023-03-16 10:05:13.761583,,,159.54,159.55,261,130,Glass
236,2023-03-16 10:05:15.392080,159.55,3,,,,,Deal
17643,2023-03-16 10:05:15.392080,,,159.54,159.55,261,120,Glass
17644,2023-03-16 10:05:19.947516,,,159.54,159.55,261,70,Glass
237,2023-03-16 10:05:19.947516,159.55,50,,,,,Deal
238,2023-03-16 10:05:23.750244,159.55,38,,,,,Deal
17645,2023-03-16 10:05:23.750244,,,159.54,159.55,261,32,Glass
17646,2023-03-16 10:05:24.976694,,,159.57,159.58,262,8,Glass
239,2023-03-16 10:05:25.970741,159.58,1,,,,,Deal
17647,2023-03-16 10:05:25.970741,,,159.57,159.58,262,7,Glass
240,2023-03-16 10:05:31.991110,159.58,5,,,,,Deal
17648,2023-03-16 10:05:31.991110,,,159.57,159.58,262,2,Glass
17649,2023-03-16 10:05:33.353881,,,159.6,159.63,338,35,Glass
241,2023-03-16 10:05:33.607626,159.62,2,,,,,Deal
242,2023-03-16 10:05:34.454069,159.63,10,,,,,Deal
17650,2023-03-16 10:05:34.454069,,,159.62,159.63,259,25,Glass
17651,2023-03-16 10:05:35.993645,,,159.62,159.63,211,20,Glass
243,2023-03-16 10:05:35.993645,159.63,5,,,,,Deal
244,2023-03-16 10:05:36.990446,159.62,29,,,,,Deal
17652,2023-03-16 10:05:36.990446,,,159.62,159.63,181,20,Glass
245,2023-03-16 10:05:38.184728,159.62,2,,,,,Deal
17653,2023-03-16 10:05:38.184728,,,159.62,159.63,178,20,Glass
17654,2023-03-16 10:05:39.657429,,,159.62,159.63,228,15,Glass
246,2023-03-16 10:05:39.722897,159.63,15,,,,,Deal
17655,2023-03-16 10:05:41.209443,,,159.63,159.64,75,8,Glass
247,2023-03-16 10:05:41.209443,159.64,1,,,,,Deal
17656,2023-03-16 10:05:42.348650,,,159.63,159.65,81,30,Glass
248,2023-03-16 10:05:42.348650,159.64,8,,,,,Deal
249,2023-03-16 10:05:49.018059,159.67,10,,,,,Deal
17657,2023-03-16 10:05:49.018059,,,159.67,159.68,161,18,Glass
17658,2023-03-16 10:05:49.642648,,,159.67,159.68,158,18,Glass
250,2023-03-16 10:05:49.642648,159.67,3,,,,,Deal
251,2023-03-16 10:05:51.075943,159.67,1,,,,,Deal
17659,2023-03-16 10:05:51.075943,,,159.67,159.68,157,18,Glass
252,2023-03-16 10:05:54.366362,159.68,18,,,,,Deal
17660,2023-03-16 10:05:54.366362,,,159.67,159.69,157,10,Glass
17661,2023-03-16 10:05:55.948466,,,159.7,159.71,117,99,Glass
17662,2023-03-16 10:05:57.167556,,,159.7,159.71,117,249,Glass
253,2023-03-16 10:05:57.643762,159.71,99,,,,,Deal
17663,2023-03-16 10:05:57.746272,,,159.7,159.72,117,230,Glass
254,2023-03-16 10:05:59.119483,159.7,5,,,,,Deal
17664,2023-03-16 10:05:59.119483,,,159.7,159.72,112,230,Glass
255,2023-03-16 10:05:59.903344,159.7,5,,,,,Deal
17665,2023-03-16 10:05:59.903344,,,159.7,159.72,107,230,Glass
17666,2023-03-16 10:06:00.763496,,,159.7,159.71,107,100,Glass
256,2023-03-16 10:06:02.460820,159.7,6,,,,,Deal
17667,2023-03-16 10:06:02.460820,,,159.7,159.71,101,100,Glass
257,2023-03-16 10:06:03.387673,159.7,3,,,,,Deal
17668,2023-03-16 10:06:03.387673,,,159.7,159.71,74,100,Glass
258,2023-03-16 10:06:03.900439,159.7,51,,,,,Deal
17669,2023-03-16 10:06:03.900439,,,159.7,159.72,31,330,Glass
259,2023-03-16 10:06:04.853514,159.7,1,,,,,Deal
17670,2023-03-16 10:06:04.853514,,,159.7,159.72,30,329,Glass
260,2023-03-16 10:06:06.233761,159.72,1,,,,,Deal
17671,2023-03-16 10:06:06.233761,,,159.7,159.72,30,278,Glass
261,2023-03-16 10:06:06.866345,159.72,1,,,,,Deal
17672,2023-03-16 10:06:06.866345,,,159.7,159.72,30,277,Glass
17673,2023-03-16 10:06:09.774072,,,159.7,159.72,30,176,Glass
17674,2023-03-16 10:06:11.239111,,,159.7,159.71,30,6,Glass
262,2023-03-16 10:06:11.394287,159.71,5,,,,,Deal
17675,2023-03-16 10:06:11.870975,,,159.7,159.75,30,5,Glass
263,2023-03-16 10:06:12.493352,159.76,1,,,,,Deal
17676,2023-03-16 10:06:12.493352,,,159.76,159.78,20,140,Glass
17677,2023-03-16 10:06:13.228064,,,159.77,159.78,50,140,Glass
17678,2023-03-16 10:06:15.343524,,,159.77,159.78,50,134,Glass
264,2023-03-16 10:06:15.343524,159.78,6,,,,,Deal
265,2023-03-16 10:06:16.498701,159.78,75,,,,,Deal
17679,2023-03-16 10:06:16.498701,,,159.77,159.78,50,59,Glass
17680,2023-03-16 10:06:17.327047,,,159.78,159.79,13,47,Glass
266,2023-03-16 10:06:17.327047,159.78,7,,,,,Deal
17681,2023-03-16 10:06:19.625214,,,159.78,159.79,13,37,Glass
267,2023-03-16 10:06:19.625214,159.79,10,,,,,Deal
17682,2023-03-16 10:06:20.453379,,,159.81,159.82,13,328,Glass
268,2023-03-16 10:06:20.457948,159.81,2,,,,,Deal
17683,2023-03-16 10:06:21.187751,,,159.81,159.82,11,228,Glass
269,2023-03-16 10:06:21.187751,159.82,50,,,,,Deal
270,2023-03-16 10:06:22.541270,159.81,11,,,,,Deal
17684,2023-03-16 10:06:22.541270,,,159.81,159.82,1,228,Glass
17685,2023-03-16 10:06:23.602678,,,159.8,159.82,799,123,Glass
271,2023-03-16 10:06:23.602678,159.82,106,,,,,Deal
17686,2023-03-16 10:06:25.703766,,,159.8,159.82,799,23,Glass
272,2023-03-16 10:06:26.066850,159.82,1,,,,,Deal
273,2023-03-16 10:06:28.691646,159.8,1,,,,,Deal
17687,2023-03-16 10:06:28.691646,,,159.8,159.82,798,22,Glass
274,2023-03-16 10:06:30.216563,159.82,21,,,,,Deal
17688,2023-03-16 10:06:30.216563,,,159.8,159.82,798,1,Glass
275,2023-03-16 10:06:30.757219,159.84,6,,,,,Deal
17689,2023-03-16 10:06:30.757219,,,159.82,159.84,78,134,Glass
17690,2023-03-16 10:06:31.756178,,,159.83,159.84,10,134,Glass
276,2023-03-16 10:06:31.756178,159.83,10,,,,,Deal
17691,2023-03-16 10:06:32.592522,,,159.82,159.84,48,134,Glass
17692,2023-03-16 10:06:33.839896,,,159.83,159.84,3,134,Glass
17693,2023-03-16 10:06:35.008126,,,159.83,159.84,3,135,Glass
277,2023-03-16 10:06:35.218964,159.83,3,,,,,Deal
17694,2023-03-16 10:06:35.704393,,,159.82,159.84,25,101,Glass
17695,2023-03-16 10:06:36.665341,,,159.82,159.84,25,100,Glass
278,2023-03-16 10:06:36.665341,159.84,1,,,,,Deal
279,2023-03-16 10:06:39.109298,159.82,10,,,,,Deal
17696,2023-03-16 10:06:39.109298,,,159.82,159.85,15,509,Glass
280,2023-03-16 10:06:39.752550,159.82,15,,,,,Deal
17697,2023-03-16 10:06:39.752550,,,159.8,159.85,2182,409,Glass
17698,2023-03-16 10:06:40.532135,,,159.84,159.85,1,409,Glass
281,2023-03-16 10:06:40.892859,159.84,1,,,,,Deal
17699,2023-03-16 10:06:41.122764,,,159.8,159.85,2172,409,Glass
282,2023-03-16 10:06:41.497088,159.8,80,,,,,Deal
17700,2023-03-16 10:06:42.245398,,,159.8,159.85,2102,379,Glass
283,2023-03-16 10:06:42.722336,159.8,1,,,,,Deal
17701,2023-03-16 10:06:43.170317,,,159.8,159.85,2100,379,Glass
17702,2023-03-16 10:06:43.695540,,,159.8,159.83,2100,1,Glass
17703,2023-03-16 10:06:44.269806,,,159.8,159.83,1877,1,Glass
284,2023-03-16 10:06:44.269806,159.8,1,,,,,Deal
17704,2023-03-16 10:06:45.880592,,,159.8,159.85,1878,378,Glass
285,2023-03-16 10:06:46.142747,159.8,1,,,,,Deal
17705,2023-03-16 10:06:46.994492,,,159.82,159.85,10,378,Glass
286,2023-03-16 10:06:47.216594,159.82,1,,,,,Deal
287,2023-03-16 10:06:47.794437,159.82,9,,,,,Deal
17706,2023-03-16 10:06:47.794437,,,159.8,159.85,2099,378,Glass
288,2023-03-16 10:06:48.492755,159.85,1,,,,,Deal
17707,2023-03-16 10:06:48.492755,,,159.8,159.85,1887,377,Glass
17708,2023-03-16 10:06:49.036288,,,159.8,159.85,1886,512,Glass
289,2023-03-16 10:06:49.036288,159.8,1,,,,,Deal
290,2023-03-16 10:06:49.773611,159.8,1,,,,,Deal
17709,2023-03-16 10:06:49.773611,,,159.8,159.85,1825,502,Glass
291,2023-03-16 10:06:50.412182,159.8,1,,,,,Deal
17710,2023-03-16 10:06:50.412182,,,159.8,159.85,1824,496,Glass
17711,2023-03-16 10:06:50.961364,,,159.8,159.85,1824,499,Glass
292,2023-03-16 10:06:50.986094,159.8,861,,,,,Deal
293,2023-03-16 10:06:52.512952,159.8,1,,,,,Deal
17712,2023-03-16 10:06:52.512952,,,159.8,159.86,1061,1871,Glass
294,2023-03-16 10:06:53.500862,159.8,1,,,,,Deal
17713,2023-03-16 10:06:53.500862,,,159.8,159.86,1160,1851,Glass
295,2023-03-16 10:06:54.092330,159.8,1,,,,,Deal
17714,2023-03-16 10:06:54.092330,,,159.8,159.86,1159,1851,Glass
17715,2023-03-16 10:06:54.838764,,,159.81,159.86,1,1836,Glass
17716,2023-03-16 10:06:56.637121,,,159.81,159.86,1,1682,Glass
296,2023-03-16 10:06:56.637121,159.86,3,,,,,Deal
297,2023-03-16 10:06:58.007928,159.86,15,,,,,Deal
17717,2023-03-16 10:06:58.007928,,,159.81,159.86,1,1667,Glass
17718,2023-03-16 10:06:59.099449,,,159.81,159.86,1,1665,Glass
298,2023-03-16 10:06:59.710829,159.81,1,,,,,Deal
17719,2023-03-16 10:06:59.710829,,,159.8,159.86,968,1665,Glass
17720,2023-03-16 10:07:00.260607,,,159.8,159.86,968,1508,Glass
299,2023-03-16 10:07:00.260607,159.86,156,,,,,Deal
300,2023-03-16 10:07:00.770909,159.84,1,,,,,Deal
17721,2023-03-16 10:07:00.770909,,,159.8,159.86,1074,1658,Glass
301,2023-03-16 10:07:01.315086,159.8,2,,,,,Deal
17722,2023-03-16 10:07:01.315086,,,159.8,159.84,1072,1,Glass
17723,2023-03-16 10:07:01.816135,,,159.8,159.85,1072,1,Glass
302,2023-03-16 10:07:01.816135,159.84,1,,,,,Deal
17724,2023-03-16 10:07:02.378118,,,159.84,159.86,613,1184,Glass
303,2023-03-16 10:07:02.450552,159.86,38,,,,,Deal
17725,2023-03-16 10:07:03.028115,,,159.85,159.86,500,1107,Glass
304,2023-03-16 10:07:03.028115,159.86,39,,,,,Deal
17726,2023-03-16 10:07:03.684085,,,159.84,159.86,5,922,Glass
305,2023-03-16 10:07:03.869165,159.86,39,,,,,Deal
17727,2023-03-16 10:07:04.187501,,,159.86,159.91,722,18,Glass
306,2023-03-16 10:07:04.561254,159.91,5,,,,,Deal
307,2023-03-16 10:07:05.606542,159.91,3,,,,,Deal
17728,2023-03-16 10:07:05.606542,,,159.88,159.91,30,10,Glass
308,2023-03-16 10:07:06.702217,159.92,287,,,,,Deal
17729,2023-03-16 10:07:06.702217,,,159.91,159.92,10,20,Glass
17730,2023-03-16 10:07:07.446720,,,159.92,159.93,19,4,Glass
309,2023-03-16 10:07:07.446720,159.93,18,,,,,Deal
17731,2023-03-16 10:07:08.274320,,,159.92,159.94,29,103,Glass
310,2023-03-16 10:07:08.411529,159.94,3,,,,,Deal
311,2023-03-16 10:07:10.217822,159.94,1,,,,,Deal
17732,2023-03-16 10:07:10.217822,,,159.92,159.94,29,58,Glass
17733,2023-03-16 10:07:11.760101,,,159.92,159.94,59,58,Glass
312,2023-03-16 10:07:11.854949,159.94,2,,,,,Deal
17734,2023-03-16 10:07:12.495876,,,159.92,159.94,100,56,Glass
313,2023-03-16 10:07:12.772598,159.92,9,,,,,Deal
17735,2023-03-16 10:07:13.092438,,,159.91,159.94,498,56,Glass
17736,2023-03-16 10:07:14.520297,,,159.91,159.92,498,75,Glass
314,2023-03-16 10:07:14.823406,159.89,1,,,,,Deal
17737,2023-03-16 10:07:15.049178,,,159.88,159.91,30,57,Glass
315,2023-03-16 10:07:15.963348,159.91,3,,,,,Deal
17738,2023-03-16 10:07:15.963348,,,159.88,159.91,30,54,Glass
316,2023-03-16 10:07:16.756871,159.91,10,,,,,Deal
17739,2023-03-16 10:07:16.756871,,,159.88,159.91,30,44,Glass
17740,2023-03-16 10:07:17.322613,,,159.88,159.89,30,75,Glass
317,2023-03-16 10:07:18.355449,159.88,30,,,,,Deal
17741,2023-03-16 10:07:18.355449,,,159.87,159.89,55,75,Glass
17742,2023-03-16 10:07:18.894904,,,159.87,159.88,85,40,Glass
318,2023-03-16 10:07:19.216905,159.88,7,,,,,Deal
319,2023-03-16 10:07:22.059153,159.88,33,,,,,Deal
17743,2023-03-16 10:07:22.059153,,,159.87,159.89,85,75,Glass
320,2023-03-16 10:07:23.208047,159.89,5,,,,,Deal
17744,2023-03-16 10:07:23.208047,,,159.87,159.89,85,39,Glass
17745,2023-03-16 10:07:23.877906,,,159.89,159.9,6,79,Glass
17746,2023-03-16 10:07:25.437024,,,159.91,159.93,540,400,Glass
321,2023-03-16 10:07:25.449284,159.93,2,,,,,Deal
17747,2023-03-16 10:07:27.713244,,,159.91,159.93,240,392,Glass
322,2023-03-16 10:07:27.713244,159.93,1,,,,,Deal
17748,2023-03-16 10:07:28.502088,,,159.91,159.93,240,390,Glass
323,2023-03-16 10:07:28.502088,159.93,2,,,,,Deal
17749,2023-03-16 10:07:29.629232,,,159.91,159.94,240,1056,Glass
324,2023-03-16 10:07:29.629232,159.93,385,,,,,Deal
17750,2023-03-16 10:07:30.807001,,,159.92,159.93,640,200,Glass
17751,2023-03-16 10:07:31.814479,,,159.92,159.93,640,202,Glass
17752,2023-03-16 10:07:35.096854,,,159.92,159.93,638,202,Glass
325,2023-03-16 10:07:35.096854,159.92,2,,,,,Deal
17753,2023-03-16 10:07:36.122299,,,159.91,159.92,101,1,Glass
17754,2023-03-16 10:07:36.703180,,,159.91,159.92,102,83,Glass
326,2023-03-16 10:07:36.936372,159.92,1,,,,,Deal
17755,2023-03-16 10:07:37.423168,,,159.91,159.92,102,278,Glass
327,2023-03-16 10:07:37.616028,159.91,100,,,,,Deal
17756,2023-03-16 10:07:38.882568,,,159.9,159.91,243,2,Glass
328,2023-03-16 10:07:39.048610,159.91,2,,,,,Deal
17757,2023-03-16 10:07:41.746942,,,159.9,159.92,143,320,Glass
17758,2023-03-16 10:07:42.311628,,,159.9,159.92,143,319,Glass
329,2023-03-16 10:07:42.311628,159.92,1,,,,,Deal
17759,2023-03-16 10:07:44.819244,,,159.9,159.92,443,319,Glass
330,2023-03-16 10:07:45.420758,159.92,59,,,,,Deal
17760,2023-03-16 10:07:45.420758,,,159.9,159.92,443,260,Glass
17761,2023-03-16 10:07:46.255749,,,159.91,159.92,30,219,Glass
331,2023-03-16 10:07:49.650199,159.91,1,,,,,Deal
17762,2023-03-16 10:07:49.650199,,,159.91,159.92,29,219,Glass
332,2023-03-16 10:07:51.329446,159.92,30,,,,,Deal
17763,2023-03-16 10:07:51.329446,,,159.91,159.92,29,184,Glass
17764,2023-03-16 10:07:52.244613,,,159.91,159.92,79,70,Glass
333,2023-03-16 10:07:52.244613,159.92,103,,,,,Deal
17765,2023-03-16 10:07:54.322004,,,159.92,159.93,127,546,Glass
334,2023-03-16 10:07:54.322004,159.93,155,,,,,Deal
17766,2023-03-16 10:07:54.910525,,,159.92,159.93,126,1546,Glass
335,2023-03-16 10:07:54.977320,159.92,1,,,,,Deal
17767,2023-03-16 10:07:55.606936,,,159.92,159.93,124,1546,Glass
336,2023-03-16 10:07:55.606936,159.92,1,,,,,Deal
337,2023-03-16 10:07:56.825544,159.92,1,,,,,Deal
17768,2023-03-16 10:07:56.825544,,,159.92,159.93,123,1516,Glass
17769,2023-03-16 10:07:57.776820,,,159.92,159.93,133,1516,Glass
338,2023-03-16 10:07:57.893726,159.92,1,,,,,Deal
339,2023-03-16 10:07:59.017845,159.92,1,,,,,Deal
17770,2023-03-16 10:07:59.017845,,,159.92,159.93,131,1516,Glass
17771,2023-03-16 10:07:59.870633,,,159.92,159.93,131,1516,Glass
17772,2023-03-16 10:08:00.688077,,,159.92,159.93,171,1516,Glass
340,2023-03-16 10:08:00.780038,159.92,1,,,,,Deal
341,2023-03-16 10:08:01.771681,159.92,1,,,,,Deal
17773,2023-03-16 10:08:01.771681,,,159.92,159.93,169,1516,Glass
17774,2023-03-16 10:08:02.787661,,,159.92,159.93,130,1516,Glass
342,2023-03-16 10:08:02.787661,159.92,88,,,,,Deal
343,2023-03-16 10:08:03.705743,159.92,1,,,,,Deal
17775,2023-03-16 10:08:03.705743,,,159.92,159.93,116,1516,Glass
17776,2023-03-16 10:08:05.033013,,,159.92,159.93,115,1517,Glass
344,2023-03-16 10:08:05.269449,159.92,1,,,,,Deal
17777,2023-03-16 10:08:05.666961,,,159.92,159.93,124,1518,Glass
17778,2023-03-16 10:08:06.511496,,,159.92,159.93,264,1517,Glass
345,2023-03-16 10:08:06.511496,159.93,1,,,,,Deal
17779,2023-03-16 10:08:08.691722,,,159.92,159.93,275,1517,Glass
17780,2023-03-16 10:08:09.520988,,,159.92,159.93,275,1515,Glass
346,2023-03-16 10:08:09.520988,159.93,2,,,,,Deal
17781,2023-03-16 10:08:10.318935,,,159.92,159.93,9,1515,Glass
